location	lat	lon	txt	place
32.072888,34.771007	32.072888	34.771007	כמה רחובות ואתרים אפשר לקרוא על שם אותו אדם בעיר אחת? בתל אביב נקראים ע"ש המשורר הלאומי, חיים נחמן ביאליק, שלושה רחובות. 1. שדרות ח"ן, הן ראשי תיבות שמותיו הפרטיים: חיים-נחמן. 2. רחוב ביאליק, שבו נמצא ביתו. 3. רחוב "אלוף בצלות" בפלורנטין, על שם אחת מיצירותיו. עובדה בונוס: תל אביב מאוד אוהבת את המשורר הלאומי והיא גם הנציחה אותו בקריאת בית ספר על שמו - ביאליק רוגוזין, כיכר על שמו והבניין שבו התגורר נקרא, ניחשתם נכון, בית ביאליק. ספק אם יש מנהיג או אישיות פוליטית שזכו לכל כך הרבה הנצחות בעיר אחת.קישור: https://he.wikipedia.org/…/%D7%A9%D7%9E%D7%95%D7%AA_%D7%A8%…	בית ביאליק
32.0375,34.76444444	32.0375	34.76444444	כיכר אתרים בת"א נבנתה ב-1975 ובתחילת הדרך המקום הצליח. לאות הוקרה, נקרא המקום מבחינה רשמית "כיכר נמיר", ע"ש מרדכי נמיר שהיה ראש עיריית ת"א בשנות ה-60'. חלפו כמה שנים והמקום נהיה מוזנח ושם נרדף לכשלון. בסופו של דבר, אלמנתו של מרדכי נמיר, אורה נמיר, ביקשה מהעירייה להסיר את הנצחתו של מרדכי נמיר מהמקום, עד כדי כך לא רצתה כי זכרו של בעלה יהיה קשור לאתר. בעיריית ת"א הסכימו כמובן לבקשתה של אורה נמיר, אבל רצו כמובן להנציח את זכרו של ראש העיר. לבסוף, החליטו לקרוא ל"דרך חיפה", שהיוותה הכניסה הצפונית הראשית לת"א עד הארכת נתיבי איילון לגלילות, בשם "דרך נמיר".וכיכר אתרים? האתר עדיין שומם ומתפורר לאיטו.....https://he.wikipedia.org/…/%D7%9B%D7%99%D7%9B%D7%A8_%D7%90%…https://he.wikipedia.org/…/%D7%93%D7%A8%D7%9A_%D7%A0%D7%9E%…	נתיבי איילון
31.315555555,35.353888888	31.315555555	35.353888888	בקיבוץ קטורה בערבה עומד דקל תמר שגילו יותר מאלפיים שנה. קוראים לו מתושלח והוא מתנשא לגובה של יותר משלושה מטרים לא כל האלפיים שנה הללו הוא צמח, ודאי לא בקטורה. הפרופ' יגאל ידין מצא את הזרע, גלעין תמר שלם, שהזמן והתולעים לא אכלו בו, בחפירות שערך במצדה בשנות ה-60. בעשור הראשון של האלף נערכו לו בדיקות פחמן 14 (בדיקות לתיארוך מדויק) מצאו שהיה אז בן 1,990 שנה. מי, אם כן, אכל את הפרי וזרק את הגלעין? הם היו אלה בני המלוכה צאצאיו של הורדוס – או שמא המורדים שהסתתרו שם לאחר חורבן הבית? כך או כך, כ-40 שנה אחר כך, בשנת 2005, הודיעה הד"ר איליין סולווי ממכון הערבה ללימודי סביבה (בתמונה, עם הדקל הצעיר בתמונה של דן קינן), שהזרע הוליד נבט. והנבט בינתיים היה לעץ גבוה. עובדת בונוס: התמר ממצדה היה הצמח העתיק ביותר שהונבט מעולם, עד שבשנת 2012 הנביטו מדענים רוסים זרע שהיה קבור באדמות סיביר 32 אלף שנה. מקורות: http://naturetech.co.il/nature-tech/6234/, https://www.haaretz.co.il/news/science/1.2609464	מצדה
31.95,34.8	31.95	34.8	הדרת נשים? לא בכורדיסטאן:במאה ה-17, לאחר מות אביה ובעלה הפכה אסנת ברזאני (באופן חסר תקדים) לאישה הראשונה שעמדה בראש ישיבה בכורדיסטאן.היא הייתה מקובלת על חכמים רבים אשר שלחו לה מכתבי פיוטים כגון פנחס בן יצחק חרירי, אשר כתב לה: "גבירתי, יונתי תמתי, אמִתתי ואמונתי, ציצי ותפארתי, אמי רבנתי... יהי אלוהיה עמה ויגדיל שמה"הוא אף הוסיף: "שמחתי בניב מליצותיה, ועלזתי בנועם שיחתיה, ואזרתי חיל לנגד מילותיה, המתוקים מדבש ונופת צופים".על אף היותה אישה הנושאת במשרה גברית, ראו בה בני דורה סמכות רבנית לכל דבר, תלמידת חכמים ופוסקת הלכה.היא מהווה מקור השראה לנשים המבקשות לקדם שוויון מגדרי ולשאת בתפקידים דתיים המוענקים באופן מסורתי לגברים.עובדת בונוס:בשנת 2015 קראה עיריית ראשון לציון לרחוב בעיר על שמה.בתמונה התמונה המיוחסת לרבנית ברזאני ומקום הולדתה במוצול (מוסול) שבעיראק.#עלחנשיםמקור:http://web.nli.org.il/…/l…/reading_corner/Pages/Asenath.aspxמקור לעובדת בונוס:http://www.rishonlezion.muni.il/…/…/shemot_hadashim21.6.aspx	ראשון לציון
31.774166666,35.175555555	31.774166666	35.175555555	כל שנה אנו רואים את טקס השואה המרכזי שנערך באתר יד ושם אך לא מודעים לכך שהאתר הראשוני בו נערך הטקס הינו יער הקדושים בירושלים. בשנת 1951 נחנך יער הקדושים בו נטעו כ 6 מליון עצים לזכר 6 מליון הנספים. בשנת 1952 נערך טקס מרכזי בהשתתפות דוד בן גוריון וכך כל שנה הטקס נערך עד שנת 1956. בשנת 1957 עבר טקס השואה המרכזי לאתר יד ושם באתר זה הוא מתקיים עד היום. בשנת 1972 הוקמה מגילת האש שעוצבה ע"י נתן רפפורט. אנדרטה המעוצבת כ 2 מגילות כשעל כל אחת מהמגילות מסופר הסיפור על קום המדינה מתקופת השואה ועד קום המדינה.מקורות: חברה להגנת הטבע he.m.wikipedia.org/wiki/יער_הקדושים…	יד ושם
31.9318,34.873555555	31.9318	34.873555555	ע"פ המסורת שמואל הנביא נפטר בכ"ח באייר, שזהו גם יום ירושלים. מקום קבורתו של שמואל הנביא נכתב בפרק כ"ה פסוק א': "וַיָּמָת שְׁמוּאֵל וַיִּקָּבְצוּ כָל יִשְׂרָאֵל וַיִּסְפְּדוּ-לוֹ, וַיִּקְבְּרֻהוּ בְּבֵיתוֹ בָּרָמָה". איפה זה 'הרמה'? ע"פ מה שמקובל היום, קברו של שמואל הנביא נמצא באתר נבי סמואל, שנכבש ע"י חטיבת הראל במלחמת ששת הימים. האתר נמצא צפונית לשכונת רמות בירושלים על כביש 436 לכיוון גבעת זאב. אך ישנה בעיה.. נבי סמואל לא תואם את תיאור 'הרמה'! הרמה בתנ"ך מופנה לעיר הולדתו של שמואל 'רמתיים/רמתיים צופים', שזהו בעצם הר אפריים בנחלת אפריים (אזור בית אריה) ואילו נבי סמואל נמצא בנחלת בנימין! אז מאיפה הגיע נבי סמואל? כאן עוד יותר מסתבכים.. ע"פ רבי בנימין מטודלה, חוקר ארצות במאה ה-12 (חי בשנים 1130-1173), מספר במסעיו בארץ ישראל, כשהצלבנים כבשו את העיר רמלה, סברו בטעות שזהו עירו של שמואל הנביא (רמלה-רמה, נשמע דומה, לא?). כשהתחילו להרוג את היהודים באזור, קם יהודי אחד וסיפר להם היכן קבור שמואל הנביא לכאורה.. אח"כ באו הצלבנים ולקחו את גופת שמואל הנביא (לכאורה..) וקברו אותו בנבי סמואל. יש אנשים שחולקים על העניין הזה וטוענים שנבי סמואל הוא מקום קבורתו למרות שזה אינו תואם את התיאור מהתנ"ך (עוד יותר מסובך..). מאז כל יום בכ"ח באייר חוגגים בנבי סמואל את הילולת שמואל הנביא באתר נבי סמואל, למרות שייתכן שמי שקבור שם זה בכלל לא הוא..עובדת בונוס: שכונת רמות בירושלים נקראת על שם מקום פטירתו של שמואל הנביא בנבי סמואל (למרות הבעיתיות בזיהוי המקום). עובדת בונוס 2: מקום ששווה ללכת לבקר. נוף יפה שצופה על כל צפון ירושלים (הייתי תושב גבעת זאב בעבר, אז מכיר)מקורות: 1. נבי סמואל - https://he.wikipedia.org/…/%D7%A0%D7%91%D7%99_%D7%A1%D7%9E%… 2. שכונת רמות - https://he.wikipedia.org/…/%D7%A8%D7%9E%D7%95%D7%AA_%D7%90%…	רמלה
30.868889,34.7925	30.868889	34.7925	במטוס נוסעים מסוג 400-Boeing 747 יש כ274 ק"מ של חוטי חשמל! שזה פחות או יותר שווה ערך לחוט חשמל הנמתח ממטולה בצפון ועד שדה בוקר בנגב.מקורות: http://www.airliners.net/forum/viewtopic.php?t=176707 http://worldofaviation.net/interesting-facts-about-boeing-…/#	שדה בוקר
32.8,34.983333333	32.8	34.983333333	לא מה שאתם חושבים : חברת התעופה palestine airways או palestine air transport, הוקמה בכלל בתחילת שנות ה30, תחת השלטון הבריטי בארץ על ידי הציוני פנחס רוטנברג ,בשיתוף עם ההסתדרות והסוכנות היהודית. בשנת 1937 הועברה החברה תחת שליטתו של הממשל הבריטי בארץ. בשנה זו היו לחברה שני מטוסים בני 5 מושבים כל אחד. בשנת 38 הצטרפו עוד 2 מטוסים עם קצת יותר מושבים( בין 9 ל 12) בסיסה היה בחיפה ו 3 פעמים בשבוע טסה בקו בין חיפה ללוד. קו זה שרד רק מספר חודשים עקב העוינות הרבה מצד הערבים בלוד, ומכיוון שנשקפה סכנה לנוסעים הועברה הפעילות באוקטובר 38 לנמל התעופה החדש של תל אביב, שבשנת 40 שונה שמו ל"שדה דוב". פעמיים ביום התבצעו טיסות מתל אביב לחיפה, מאוחר יותר הורחב הקו והגיע עד ביירות. בשנת 1940 הופסקה פעילותה של חברת התעופה לאחר שמטוסיה הוחרמו על ידי חיל האוויר המלכותי הבריטי בכדי להיעזר בהם במאמצי המלחמה... טיסה נעימה :) מקורות:https://en.m.wikipedia.org/wiki/Palestine_Airways	חיפה
30.988888888,34.933888888	30.988888888	34.933888888	בעקבות כל התפרצות הכלבת לאחרונה...בשנת 2003 אירע מקרה המוות האחרון ממחלת הכלבת בארץ. אישה באזור ירוחם ננשכה על ידי חתול נגוע בכלבת ונפטרה לבסוף.עובדת בונוס: כדי להרגיע קצת, לא רק תנים הם הנשאים העיקריים של מחלת הכלבת כמו שנוח לחשוב לפעמים, האמת היא שכדאי לחשוש מעוד כמה חיות.. למשל זאבים, שועלים, כלבים, חתולים, דביבונים עטלפים ועוד חיות רבות בעלות דם חם הן נשאיות פוטנציאליות של המחלה :)עובדה בונוס 2: משרד החקלאות מנהל כיום מעקב אחרי מקרי הכלבת בישראל ומציג באתר האינטרנט שלו את כל האירועים המדווחים שבהם נמצא נגיף הכלבת בבעל חיים.הערך 'כלבת' בויקיפדיה http://goo.gl/9Ay9R3מקרה המוות האחרון בישראל Http://goo.gl/zuPkLxהמעקב של משרד החקלאות http://goo.gl/Zxkmc2	ירוחם
32.584622222,35.183494444	32.584622222	35.183494444	המקומות המקוללים של ישראלהרבה אנשים נוהגים לקלל, אך לא הרבה נוהגים לתעד את הקללות שלהם. המצרים הקדמונים דווקא תיעדו זאת בטקסטים כתובים שנקראים "כתבי המארות". אלו הם כישופים או קללות שנכתבו במצרים העתיקה על גבי חרסים וצלמיות מהמאה ה-20 לפנה"ס ואילך. ייעודם היה לפגוע בקבוצות אנשים וערים אם יעזו למרוד במצרים. זאת מתוך אמונה כי בעזרתם יוכלו לעצור מרידות עתידיות של הארצות והערים הנשלטות על ידם.המקומות המקוללים בארץ ישראל כמו אשקלון, לכיש, אפק, בית שמש, אשמם (ירושלים), אשאן (בית שאן), עפל (עפולה), מגידו, שכם, ג'נין, עכו, ליש, חצור, אכשף, משאל ורחוב.בצלחת המופיעה בתמונה מקוללת העיר ירושלים וזהו האזכור הקדום ביותר לשם זה.חמסה, חמסה, חמסה, טפו, טפו, טפומקור:http://hebrewarchaeology.blogspot.co.il/…/blog-post_12.html…https://he.m.wikipedia.org/…/%D7%9B%D7%AA%D7%91%D7%99_%D7%9…	תל מגידו
31.665833333,34.566388888	31.665833333	34.566388888	המקומות המקוללים של ישראלהרבה אנשים נוהגים לקלל, אך לא הרבה נוהגים לתעד את הקללות שלהם. המצרים הקדמונים דווקא תיעדו זאת בטקסטים כתובים שנקראים "כתבי המארות". אלו הם כישופים או קללות שנכתבו במצרים העתיקה על גבי חרסים וצלמיות מהמאה ה-20 לפנה"ס ואילך. ייעודם היה לפגוע בקבוצות אנשים וערים אם יעזו למרוד במצרים. זאת מתוך אמונה כי בעזרתם יוכלו לעצור מרידות עתידיות של הארצות והערים הנשלטות על ידם.המקומות המקוללים בארץ ישראל כמו אשקלון, לכיש, אפק, בית שמש, אשמם (ירושלים), אשאן (בית שאן), עפל (עפולה), מגידו, שכם, ג'נין, עכו, ליש, חצור, אכשף, משאל ורחוב.בצלחת המופיעה בתמונה מקוללת העיר ירושלים וזהו האזכור הקדום ביותר לשם זה.חמסה, חמסה, חמסה, טפו, טפו, טפומקור:http://hebrewarchaeology.blogspot.co.il/…/blog-post_12.html…https://he.m.wikipedia.org/…/%D7%9B%D7%AA%D7%91%D7%99_%D7%9…	אשקלון
31.804722222,35.1125	31.804722222	35.1125	קתדרלת נוטרדאם דה פריס אינה הקתדרלה היחידה בשם נוטרדאם. הפירוש של Notre Dame בצרפתית הוא גבירתנו או הגבירה שלנו, ופירוש השם Notre Dame de Paris הוא גבירתנו של פריס. ישנן כנסיות וקתדרלות רבות ברחבי העולם הנקראות נוטרדאם, כולל שתיים בישראל: Notre-Dame du Mont-Carmel (גבירתנו של הר כרמל) בחיפה, ו - Notre-Dame de l'Arche d'Alliance (גבירתנו של ארון הברית) באבו גוש. בנוסף, המונח "גבירתנו" מתייחס גם למרים הבתולה.מקורות: 1. https://he.wikipedia.org/…/%D7%A0%D7%95%D7%98%D7%A8%D7%93%D…2.https://he.wikipedia.org/…/%D7%9E%D7%A0%D7%96%D7%A8_%D7%92%…3. https://he.wikipedia.org/…/%D7%9B%D7%A0%D7%A1%D7%99%D7%99%D…	אבו גוש
32.104197,34.865078	32.104197	34.865078	#עלחספורט מערכון בתוכנית "לול", שהוקרן בטלוויזיה הישראלית, כלל חיקוי של הנשיא זלמן שזר - כשהוא מברך את שחקני הכדורגל לפני משחק הגמר בגביע המדינה בכדורגל, והדגים את התופעה המגוחכת של שימוש לשוני לא נכון במקום הלא נכון. במיוחד זכור המשפט הפתטי, בלִווי הנפת יד בצורת "אצבע משולשת": "תחזקנה רגליכם!".מערכון זה מבוסס על המציאות, כשבגמר גביע המדינה בשנת 1972, מיד בסיום המשחק שבו הפסידה קבוצת הפועל ירושלים לקבוצת הפועל תל אביב, אמר את הדברים האלה: "הידד למנצחים, ולמפסידים נאמר 'אם אשכחך ירושלים תשכח ימיני' – יום יבוא וגם ירושלים תנצח!"בונוס: 1. זה פורסם כבונוס בפוסט של "תחזקנה". 2. זלמן שזר - ולא שז"ר.מקור: https://he.wikipedia.org/wiki/%D7%9E%D7%A9%D7%9C%D7%91	הפועל תל אביב
32.8,34.983333333	32.8	34.983333333	חשבתם שמתחת למכסה ביוב יש רק ביוב?? אז בישראל תוכלו למצוא מערה, אבל לא סתם מערה, אלא מערת נטיפים!בשכונה בחיפה ישנה מערת נטיפים שהתגלתה במהלך סלילת כביש צדדי בשכונה. המערה התגלתה כשנוצר בור באדמה בעת ביצוע עבודות תשתית. כשנכנסו לבור גילו שבמעמקיו מסתתרת מערה מרהיבה, ששטחה אמנם קטן יחסית אך עם מגוון רב של נטיפים וזקיפים, תוצר עבודה עיקשת של הטבע במשך מיליוני שנים.מערת נטיפים היא מערה קארסטית, כלומר חלל הנוצר מהמסה של סלעי גיר ודולומיט עקב חדירת מי גשמים, מה שיוצר בחלל המערה נטיפים וזקיפים. תהליך היווצרות הנטיפים נמשך שנים בתהליך ממושך ואיטי.חדירה של צמחים, פטריות, חיידקים ובעלי חיים (כמו גם בני אדם) אל המערה הורסים ופוגעים במערה.**לישראלים שבינינו: בלי הצעות נישואים, ימי הולדת או לקיחת מזכרות. הטבע הוא של כולנו ולא בידיים פרטיות. כבר נמצאו שם שקיות חטיפים ושרידי נרות. מערת שורק פתוחה לקהל הרחב, זאת עדיין לא**מקור:http://m.ynet.co.il/Articles/4075836	חיפה
31.776666666,35.234166666	31.776666666	35.234166666	עובדה ראשונה שלי! מקווה שתהנו:)כמעט ולא קיים ישראלי שטייל בדרום אמריקה ולא ביקר במאצ'ו פיצ'ו - העיר העתיקה של שבט האינקה, סמוך לעיר קוסקו, פרו. אם אכן ביקרתם שם, בטוח הבחנתם במלודיה שחוזרת על עצמה ונשמעת ללא הפסקה בכל רחבי העיר קוסקו, ובעיקר במאצ'ו פיצ'ו עצמה.המלודיה הזו נקראת "אל קונדור פאסה" (el condor pasa) בתרגום מספרדית: "הקונדור עובר", והיא מבוססת על המוזיקה המסורתית של הרי האנדים בפרו. השיר נכתב על ידי דניאל אלומיה רובלס, מלחין פרואני בשנת 1913. מאז, מעריכים כי בוצעו מעל 4000 עיבודים למלודיה זו, עם 300 גרסאות שונות למילים. המפורסמת שבהן, בוצעה על ידי סיימון וגרפונקל בשנת 1970, וזכתה להצלחה רבה. בשנת 2004, הכריזה פרו על השיר כחלק ממורשת התרבות הלאומית שלה. כיום, השיר נחשב להמנון השני של פרו.עובדת בונוס: בשנת 1970, הוגשה נגד פול סיימון תביעה בגין הפרת זכויות יוצרים על ידי ארמנדו רובלס גודוי, בנו של מלחין השיר, בטענה שהשיר נכתב על ידי אביו. רובלס זכה בתביעה, אך לא כעס כלל על פול סיימון, בטענה שהטעות נעשתה "בתום לב". יתרה מכך, מאוחר יותר רובלס כתב גרסה לשיר עם מילים בספרדית, לפי הגרסה של סיימון וגרפונקל.מקורות: https://en.m.wikipedia.org/wiki/El_C%C3%B3ndor_Pasa_(song)	העיר העתיקה
32.08074,34.8338	32.08074	34.8338	עובדה ממש לא חשובה אבל מעניינת לכבוד פסח (עובדה ראשונה שלי פה): מה הקשר בין ההגדה של פסח לכביש 4??מכירים את מחלף מסובים, זה שתמיד פקוק כל בוקר? מסתבר שמקור השם בא דווקא מההגדה של פסח!בהגדה של פסח נכתב: "מַעֲשֶׂה בְּרַבִּי אֱלִיעֶזֶר וְרַבִּי יְהוֹשֻׁעַ וְרַבִּי אֶלְעָזָר בֶּן עֲזַרְיָה וְרַבִּי עֲקִיבָא וְרַבִּי טַרְפוֹן שֶׁהָיוּ מְסֻבּין בִּבְנֵי בְרַק...".המחלף נקרא "מסובים" בגלל שמיקומה של בני ברק הקדומה היה ככל הנראה בצד הדרום מערבי של מחלף מסובים של היום.חג שמח! 😀מקורות: - אמא שלי עובדת בחברה לפיתוח תשתיות וסיפרה לנו את זה. - מופיע גם בויקיפדיה: https://he.wikipedia.org/…/%D7%9E%D7%97%D7%9C%D7%A3_%D7%9E%…	בני ברק
32.5603,35.3908	32.5603	35.3908	#עלחנשים יאנוש קורצ'אק הקים - יחד עם סטפניה וילצ'ינסקה - את בית היתומים לילדים יהודים - בעיר ורשה. בית היתומים פעל בין השנים 1912 -> 1942. בשנת 1919 - הוא הקים, יחד עם מריה פאלסקה, בית יתומים לילדים פולנים.וילצ'ינסקה שימשה המנהלת, בהיעדרו של קורצ'אק במלחמת העולם הראשונה, ובמהלך נסיעתו לארץ ישראל בשנים 1934 ו-1936.בשנת 1931 ביקרה וילצ'ינסקה בארץ ישראל ושהתה זמן מה בקיבוץ עין חרוד. היא חזרה לביקור ב-1938, אך שבה לפולין כשהחלו להגיע ידיעות מדאיגות באשר לגורל היהודים בה. וילצ'ינסקה הלכה עם קורצ'אק והיתומים אל מותם בידי הנאצים.היא לא זכתה להכרה ציבורית רחבה - אולי בגלל הצניעוּת שלה, ואולי בגלל שלא השאירה כתבים, ואולי כי באותה תקופה - עבדו נשים לרוב - מאחורי הקלעים.מקורות: https://he.wikipedia.org/…/%D7%A1%D7%98%D7%A4%D7%A0%D7%99%D…https://he.wikipedia.org/…/%D7%A1%D7%98%D7%A4%D7%A0%D7%99%D…	עין חרוד
32.8,34.983333333	32.8	34.983333333	כשירושלים הייתה שטח בינלאומי הרצליה כעיר בירהבתכנית החלוקה שטח ירושלים היה אמור להיות שטח בינלאומי כלומר לא שייך למדינה היהודית או הערבית. משכך היה עלו כמה הצעות לגבי עיר הבירה של מדינת ישראל שתקום." גולדה מאיר הציעה את העיר חיפה, בשל ההרים שבה המזכירים את ירושלים ובשל הנמל החיוני שבה ומרכזיותה העיר הרצליה הציעה את עצמה כמי שנושאת את שמו של חוזה המדינה, (בדומה לוושינגטון בארה"ב) ואילו בן-גוריון הציע להקים למדינה בירה חדשה ליד העיר הנבאטית ממשית, שכן היא נמצאת בנקודה המרוחקת ביותר מכל גבול. (וידועה חולשתו של בן גוריון לנגב.)מקור https://he.wikipedia.org/…/%D7%A2%D7%99%D7%A8_%D7%91%D7%99%… (פרק בירת ישראל)כשאומרים הרצליה הציעה את עצמה מתכוונים לראש העיר באותה תקופה בן ציון מיכאלי שפנה במכתב לבן גוריון ואלו היו נימוקיו1. הרצליה נמצאת במרכז הארץ וקרובה לתל אביב. 2. העיר רחוקה יחסית מגבולות האזורים שעתידים להימסר למדינה הערבית. 3. הרצליה שמרה תמיד על יחסים טובים עם הערבים. 4. הרצליה היא העיר היחידה שנושאת את שמו של חוזה המדינה - בנימין זאב הרצל.בפועל תשובת בן גוריון הייתה שעדיין אין מוסד מוסמך לדון בעניין. כידוע בפועל משרדי הממשלה הוקמו באופן זמני בשרונה שהייתה מפונה מתושביה הגרמניים ובסוף 1949 הממשלה עברה למערב ירושלים שהוכרזה כעיר הבירה של ישראל.מקור https://he.wikipedia.org/…/%D7%91%D7%9F_%D7%A6%D7%99%D7%95%…פסקת "פועלו בהרצליה"מקורות נוספים https://www.mako.co.il/…/wee…/Article-46e5c780e538e31006.htmבתמונות הרצל משקיף על הרצליה ראש העיר בן ציון מיכאלי שהעלה את ההצעה במכתב לבן גוריון הספר שגם בו מופיע פרק על עניין העיר הרצליה כעיר בירה	חיפה
31.665833333,34.566388888	31.665833333	34.566388888	כשמתיחה לא מוצלחת משתקת חצי מדינה:ב-9 באפריל 78' נהג במכוניתו חיים מורדוך, בן 39, עובד בחברת "אגרקסקו". במכוניתו, כמו במכוניות אחרות של החברה, היה מותקן מכשיר קשר ששימש לתקשורת בין עובדי החברה (וכן חברות חקלאיות אחרות) בעידן הטרום סלולוארי. בשעת ערב שמע לפתע ברשת הקשר קול לא מוכר: "מישהו שומע אותי? אני פצוע. עזרו לי". אותו חיים מורדוך עלה בקשר ואמר בתגובה "מי אתה? איפה אתה? אבוא לעזור לך". אך לא קיבל תשובה.חיים מורדוך עצר בתחנת המשמר האזרחי בנס ציונה ודיווח על כך לשני מתנדבים. השלושה חזרו למכונית, ושוב קלטו את הקריאות של אותו אדם. הם ענו לו ושאלו אותו שוב למקומו, ולפתע החלו צרחות בקשר "עזה! אני בעזה! הם רצחו אותה! יש להם נשק!". מיד לאחר מכן עלה לרשת קול אחר, במבטא ערבי, שאמר "הרגנו אותה, יש לנו נשק, מי שיתקרב נהרוג אותו גם". אחד המתנדבים שהיה דובר ערבית ניסה לשוחח עם האדם בערבית ולברר איפה הם נמצאים בעזה, אך נענה בעברית. "אנחנו נוסעים לאשקלון לרצוח יהודים". כאן דווח העניין למשטרה, והחל בלגאן מטורף ששיתק חצי מדינה; חודש לפני כן נחתו מחבלים במעגן מיכאל וביצעו פיגוע רצחני בכביש החוף בו נהרגו 35 ישראלים. במשטרה ובצבא לא לקחו צ'אנס - וחסמו את כל הכבישים מראשון לציון דרומה. באשקלון הודיעו משטרות לציבור להכנס לבתים ולרדת למקלטים - מי שיכול. מחסומים הוצבו בכמויות ובמספר מקומות נהגים לא שמו אליהם לב ונפתחה עליהם אש , כאשר למרבה המזל איש לא נפגע. הנסיעה מבאר שבע צפונה לתל אביב בשעות הערב והלילה הותרה אך ורק בשיירות מאובטחות. רדיו בגדד בעירק הודיע שעות לאחר מכן על "פעולת פדאיון בשטח האדמות הכבושות" .חופי הים מת"א ועד עזה נסרקו. מטוסים ומסוקים האירו את השטחים הפתוחים בפצצות תאורה. רחובות ערי מישור החוף הדרומיות, מהשכונות הדרומיות של ת"א ודרומה, התרוקנו מאדם. השמועות רצו והיו שונות ומשונות: "מחבלים נחתו בחוף ראשון לציון, חטפו מכונית , לקחו אותם כבני ערובה ונסעו לעזה". "יריות נשמעו באשקלון", וכו' וכו'. אזרחים רבים באו לתחנות המשטרה לברר מה קורה והאם ניתן להתנדב ורבים מהם עמדו בצידי הדרכים עם כלי נשק. רשות השידור שבתה באותם ימים אבל מחלקת החדשות של הטלויזיה בראשותו של חיים יבין ביקשה להתארגן לשידורים אם אכן התברר כי ישנה התקפת מחבלים.לאט לאט, בשעות הלילה - התברר האמת : אין סימנים למחבלים. אין סימנים לחטופים. לא היו יריות. ובעצם- לא היה כלום. מתיחה אחת ששיתקה חצי מדינה, וכמעט הובילה לקורבנות בנפש....ככל הנראה, מבצע המתיחה לא נתפס.מקורות: מתוך אתר עיתונות יהודית הסטורית:http://jpress.org.il/Oli…/…/NLI_heb/SharedView.Article.aspx…http://jpress.org.il/Oli…/…/NLI_heb/SharedView.Article.aspx…http://jpress.org.il/Oli…/…/NLI_heb/SharedView.Article.aspx…http://jpress.org.il/Oli…/…/NLI_heb/SharedView.Article.aspx…http://jpress.org.il/Oli…/…/NLI_heb/SharedView.Article.aspx…http://jpress.org.il/Oli…/…/NLI_heb/SharedView.Article.aspx…	אשקלון
31.79306,35.24722	31.79306	35.24722	נאום התביעה שפתח את "משפט אייכמן" באפריל 1961 והוקרא ע"י התובע גדעון האוזנר נמשך 7 שעות.פסק הדין הוקרא במשך 3 ימים ברציפות 11 בדצמבר - 13 בדצמבר 1961.עובדת בונוס: בזמן המשפט שוכן אייכמן במרתף מנזר רטיסבון ברחוב שמואל הנגיד ירושלים, המשפט התקיים כמה מטרים משם בבית העם ברחוב בצלאל.מקורותhttps://www.google.com/amp/kanisrael.co.il/4536/amp/https://he.m.wikipedia.org/…/%D7%9E%D7%A9%D7%A4%D7%98_%D7%9…מקור לבונוס (מלא בפרטים מעניינים מאוד)http://mynetjerusalem.co.il/mobile/article/156274	בצלאל
31.248555555,34.800972222	31.248555555	34.800972222	נאום התביעה שפתח את "משפט אייכמן" באפריל 1961 והוקרא ע"י התובע גדעון האוזנר נמשך 7 שעות.פסק הדין הוקרא במשך 3 ימים ברציפות 11 בדצמבר - 13 בדצמבר 1961.עובדת בונוס: בזמן המשפט שוכן אייכמן במרתף מנזר רטיסבון ברחוב שמואל הנגיד ירושלים, המשפט התקיים כמה מטרים משם בבית העם ברחוב בצלאל.מקורותhttps://www.google.com/amp/kanisrael.co.il/4536/amp/https://he.m.wikipedia.org/…/%D7%9E%D7%A9%D7%A4%D7%98_%D7%9…מקור לבונוס (מלא בפרטים מעניינים מאוד)http://mynetjerusalem.co.il/mobile/article/156274	בית העם
