place	location	lat	lon	answers	categories	question	score	story	right_answer
אום אל-פחם	32.515833333,35.1525	32.515833333	35.1525	["משה לוינגר","דניאלה וייס","רוביק רוזנטל","ראאד סלאח"]	["אישים"]	מי מהבאים נולד/ה באום אל-פחם?	2	ראאד סלאח ('פוליטיקאי') נולד באום אל-פחם בשנת 1958	ראאד סלאח
אום אל-פחם	32.516833333,35.1525	32.516833333	35.1525	["תמר גוז'נסקי","עזמי בשארה","תופיק טובי","האשם מחאמיד"]	["אישים"]	מי מהבאים נולד/ה באום אל-פחם?	2	האשם מחאמיד ('פוליטיקאי') נולד באום אל-פחם בשנת 1945	האשם מחאמיד
אום אל-פחם	32.517833333,35.1525	32.517833333	35.1525	["איימן עודה","באסל גטאס","עאידה תומא סלימאן","יוסף ג'בארין"]	["אישים"]	מי מהבאים נולד/ה באום אל-פחם?	2	יוסף ג'בארין ('פוליטיקאי') נולד באום אל-פחם בשנת 1972	יוסף ג'בארין
אום אל-פחם	32.518833333,35.1525	32.518833333	35.1525	["נחל כלח","נחל אשלים","קלע אלון","אום אל-פחם"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - עין איברהים	4	אוּם אֶל-פַחְם (וגם אֻם אֶל-פַחְם) (בערבית: أُمّ ٱلْفَحْم, תעתיק מדויק: אֻם  אלְפַחְם, משמעות השם: "מקור הפחם" או "אם הפחם") היא עיר בנפת חדרה של מחוז  חיפה בישראל. היא הוכרזה כעיר בשנת 1984. העיר שוכנת בחלקה על רכס אמיר  ומזרחית לכביש ואדי עארה. העיר נמצאת ליד עין איברהים (הממוקם מעבר לכביש של  אום אל-פחם), ליד ערערה ומוצמוץ.	אום אל-פחם
בית אלפא	32.516111111,35.430277777	32.516111111	35.430277777	["נחום אדמוני","רם בן ברק","גבריאל רפפורט","חגי הדס"]	["אישים"]	מי מהבאים נולד/ה בבית אלפא?	2	חגי הדס נולד בבית אלפא בשנת 1953	חגי הדס
בית אלפא	32.517111111,35.430277777	32.517111111	35.430277777		songs			שיר בסביבתך (בית אלפא) ! שיר העמק/אריק איינשטיין, מילים: נתן אלתרמן, לחן: דניאל סמבורסקי ------ שדות עמק יזרעאל. | טל מלמטה ולבנה מעל, |   | מבית אלפא  עד נהלל. |  | מה, מה לילה מליל | דממה ביזרעאל | נומה'	שיר העמק
חפציבה	32.518,35.4254	32.518	35.4254	["דן מרגלית","אמנון דנקנר","אמנון לורד","אורי משגב"]	["אישים"]	מי מהבאים נולד/ה בחפציבה?	2	אורי משגב ('עיתונאי') נולד בחפציבה בשנת 1974	אורי משגב
חמדיה	32.5202,35.519797222	32.5202	35.519797222	["נמרוד שפירא בר אור","אמרי גניאל","גיא ברנע","גל נבו"]	["אישים"]	מי מהבאים נולד/ה בחמדיה?	3	גל נבו ('שחיין') נולד בחמדיה בשנת 1987	גל נבו
בנימינה	32.522222,34.945	32.522222	34.945	["מיכל ארבל","דנה אולמרט","שמואל אבנרי","מנחם פרי"]	["אישים"]	מי מהבאים נולד/ה בבנימינה?	2	מנחם פרי ('עריכה ספרותית', 'חוקר ספרות') נולד בבנימינה בשנת 1942	מנחם פרי
בנימינה	32.523222,34.945	32.523222000	34.945		songs			בשנה הבאה / אילן ואילנית - השיר עצמו היה שיר עצוב מאוד, אהוד מנור שכתב אותו התכוון שלעולם עוד לא ישבו הוא ומשפחתו על מרפסת ביתם בבנימינה והוא לא ישחק עם אחיו יהודה ז"ל וגם כשיהיה חם בבית, הם לא ישנו בחוץ על המרפסת. הלחן והקצב של השיר, הפכו אותו לשיר תקווה ומנור כמובן לא התנגד.            פרט ביוגרפי ששונה בשיר היה השינוי בין שקיעת השמש (במקור, שהרי בנימינה קרובה לחוף הים התיכון, ואי אפשר לראות משום מרפסת בבנימינה את הזריחה), לזריחתה (עניין של תקווה).	בשנה הבאה
בנימינה	32.522222,34.945	32.524222000	32.522222,34.945	["בעין-דור/שאול טשרניחובסקי","ברוש/אריאל זילבר","קרוב/רועי שרעבי","ברווז/פאנקייק"]	["שירים","מקומות"]	איזה שיר מבין השירים הבאים מתקשר בצורה כלשהי לבנימינה?	4	שיר זה הוא מן הפזמונים הקשורים לחוויות ילדותו ונעוריו של אהוד מנור במושבה בנימינה, ובהם: "ימי בנימינה", "בשנה הבאה", "בן יפה נולד", "הבית ליד המסילה" ו"נחל התנינים". הוא נכתב בהשראת ברוש אמיתי שניצב בבנימינה בתקופת ילדותו של מנור, ושרד רוחות חזקות למרות שהן כופפו אותו. לפי מנור, הברוש עמד בכל פגעי הטבע עד שנכרת לבסוף כדי לפנות שטח למגרש כדורסל..	ברוש/אריאל זילבר
בנימינה-גבעת עדה	32.522222222,34.945	32.522222222	34.945	["עמוס אטינגר","ירון לונדון","מרדכי פרימן","אהוד מנור"]	["אישים"]	מי מהבאים נולד/ה בבנימינה-גבעת עדה?	4	אהוד מנור ('משורר', 'מתרגם', 'פזמונאי', 'ליריקן', 'מנחה טלוויזיה') נולד בבנימינה-גבעת עדה בשנת 1941	אהוד מנור
בנימינה-גבעת עדה	32.523222222,34.945	32.523222222	34.945	["אריאל שרון","אברהם הירשזון","שלמה בניזרי","אהוד אולמרט"]	["אישים"]	מי מהבאים נולד/ה בבנימינה-גבעת עדה?	4	אהוד אולמרט ('משפטן', 'פוליטיקאי', 'עורך דין') נולד בבנימינה-גבעת עדה בשנת 1945	אהוד אולמרט
בנימינה-גבעת עדה	32.524222222,34.945	32.524222222	34.945	["אמיר אשל","רן גורן","עמוס לפידות","אביהו בן-נון"]	["אישים"]	מי מהבאים נולד/ה בבנימינה-גבעת עדה?	2	אביהו בן-נון ('איש צבא') נולד בבנימינה-גבעת עדה בשנת 1939	אביהו בן-נון
בנימינה-גבעת עדה	32.525222222,34.945	32.525222222	34.945	["בזק","פרויקט תגלית","אינטל ישראל","יקבי תשבי"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים בבנימינה-גבעת עדה?	1	המשרדים של יקבי תשבי ממוקמים בבנימינה-גבעת עדה	יקבי תשבי
שדה נחום	32.5253,35.481797222	32.5253	35.481797222	["עדה יונת","אהרן צ'חנובר","יוסף אמרי","אריה ורשל"]	["אישים"]	מי מהבאים נולד/ה בשדה נחום?	3	אריה ורשל ('כימאי', 'מרצה באוניברסיטה', 'ביוכימאי') נולד בשדה נחום בשנת 1940	אריה ורשל
ג'סר א-זרקא	32.537919444,34.912227777	32.537919444	34.91222778		wiki records			סיסטם עאלי - סיסטם עאלי (בערבית: سيستم عالي; באנגלית: System Ali; ברוסית: Систем Али) הוא הרכב היפ הופ ישראלי רב-לשוני. שירי ההרכב מבוצעים בעברית, ערבית, רוסית ואנגלית ומבטאים את זהותו כהרכב שצמח על גבול יפו-בת ים. ההרכב פעיל מאז 2007 והוציא אלבום בכורה ביולי 2013. ההרכב מופיע ברחבי הארץ, בפסטיבלים, באירועי מחאה ובאתרים בלתי שגרתיים כגון שכונת שייח' ג'ראח במזרח ירושלים, הכפר ג'סר א-זרקא ובכפר הבלתי-מוכר דהמש שליד העיר לוד.	סיסטם עאלי
ג'סר א-זרקא	32.538919444,34.912227777	32.538919444	34.912227777	["נג'ואן גרייב","עלי עותמאן","מוחמד גאדיר","טאלב טוואטחה"]	["אישים"]	מי מהבאים נולד/ה בג'סר א-זרקא?	3	טאלב טוואטחה ('כדורגלן') נולד בג'סר א-זרקא בשנת 1992	טאלב טוואטחה
מיטב	32.546797222,35.3006	32.546797222	35.3006	["אילת","מצדה","מוריסטן","מיטב"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - תענך ג'	3	האם התכוונתם ל...	מיטב
רמת הנדיב	32.547972222,34.944247222	32.547972222	34.944247222	["אברהם יצחק הכהן קוק","מקס נורדאו","משה לייב ליליינבלום","אדמונד ג'יימס דה רוטשילד"]	["אישים"]	על שם מי קרויה רמת הנדיב	4	רמת הנדיב (הר בהכרמל)  קרויה על שם אדמונד ג'יימס דה רוטשילד	אדמונד ג'יימס דה רוטשילד
מעלה עירון	32.548213888,35.197577777	32.548213888	35.197577777	["רמת השרון","נחל חרמון","נחל אורן","מעלה עירון"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - מושריפה	2	מַעֲלֵה עִירוֹן (בערבית: طلعة عارة טַלְעַת עַארַה) היא מועצה מקומית במחוז  חיפה בישראל. מעלה עירון נוצרה כרשות מקומית משותפת עבור הכפרים מוּסמוּס,  זלַפה, מוּשֵׁיירִפה, סאלם ובַיָאדָה, הנמצאים בנחל עירון. היא הוכרזה כמועצה  מקומית בשנת 1996. למועצה החדשה שטח שיפוט של 3,048.5 דונם.	מעלה עירון
הגלבוע	32.550277777,35.395	32.550277777	35.395		songs			שיר בסביבתך (הגלבוע) ! בת שישים/גבי ברלין, מילים: דידי מנוסי, לחן: קובי אושרת ------ ראשו של  הגלבוע |   | מישהו צבע אדום, | מן הלול מודיע גבר | כי'	בת שישים
דבורה	32.553197222,35.2637	32.553197222	35.2637	["איילת נחמיאס-ורבין","סאלח סעד","רויטל סויד","דני עטר"]	["אישים"]	מי מהבאים נולד/ה בדבורה?	2	דני עטר ('פוליטיקאי') נולד בדבורה בשנת 1958	דני עטר
בית השיטה	32.554166666,35.4375	32.554166666	35.4375	["אליעזר זנדברג","חיים דיין","נעמי בלומנטל","משה פלד"]	["אישים"]	מי מהבאים נולד/ה בבית השיטה?	2	משה פלד ('פוליטיקאי') נולד בבית השיטה בשנת 1945	משה פלד
בית השיטה	32.555166666,35.4375	32.555166666	35.4375		songs			אור וירושלים / הגבעטרון - את מילות השיר כתב והלחין יוסף שריג מקיבוץ בית השיטה, שהיה מנופלי מלחמת יום הכיפורים. עליו ועל עשרת בנופלים הנוספים בני הקיבוץ, נכתב השיר ״החיטה צומחת שוב״.	אור וירושלים
בית השיטה	32.556166666,35.4375	32.556166666	35.4375		songs			החיטה צומחת שוב / חוה אלברשטיין - השיר נכתב על אחד עשר הבנים מקיבוץ בית השיטה שנפלו במלחמת יום כיפור. מי שישב בבית השיטה ויקרא את המילים יוכל להרגיש ולראות אותם מסביבו.	החיטה צומחת שוב
בית השיטה	32.557166666,35.4375	32.557166666	35.4375		songs			ונתנה תוקף / חנן אלבלק - יאיר רוזנבלום הלחין את השיר לזכר 11 חברי קיבוץ בית השיטה שנפלו במלחמת יוה"כ	ונתנה תוקף
בית השיטה	32.554166666,35.4375	32.558166666	32.554166666,35.4375	["לילה טוב שון/חנן בן ארי","החיטה צומחת שוב/חווה אלברשטיין","העיר באפור/שלישית גשר הירקון","הנה מה טוב/אברהם פריד"]	["שירים","מקומות"]	איזה שיר מבין השירים הבאים מתקשר בצורה כלשהי לבית השיטה?	4	'הַחִטָּה צוֹמַחַת שׁוּב''' הוא שיר אבל וזיכרון שנכתב על ידי דורית צמרת, חברת קיבוץ בית השיטה, בעקבות ההלם והאבל הכבד שאחזו בקיבוץ בית השיטה עם נפילתם של 11 מבניו במלחמת יום כיפור. שיר זה הוא אחד השירים המזוהים ביותר עם שירי יום הזיכרון לחללי מערכות ישראל..	החיטה צומחת שוב/חווה אלברשטיין
תל יוסף	32.556497222,35.401	32.556497222	35.401	["מיכאל גרוס","ירוחם כהן","אליהו סלע","אורי ריזמן"]	["אישים"]	מי מהבאים נולד/ה בתל יוסף?	3	אורי ריזמן ('צייר') נולד בתל יוסף בשנת 1924	אורי ריזמן
תל יוסף	32.557497222,35.401	32.557497222	35.401	["שמחה מעוז","רות ירדני-כץ","מרדכי צפורי","גדי שפי"]	["אישים"]	מי מהבאים נולד/ה בתל יוסף?	3	גדי שפי נולד בתל יוסף בשנת 1940	גדי שפי
תל יוסף	32.558497222,35.401	32.558497222	35.401	["רפאל איתן","יצחק רבין","יוסי ורדי","עוזי עילם"]	["אישים"]	מי מהבאים נולד/ה בתל יוסף?	3	עוזי עילם ('איש עסקים', 'פוליטיקאי') נולד בתל יוסף בשנת 1934	עוזי עילם
תל יוסף	32.559497222,35.401	32.559497222	35.401	["שלמה ינאי","יצחק הראל","גיא צור","מנחם עינן"]	["אישים"]	מי מהבאים נולד/ה בתל יוסף?	2	מנחם עינן נולד בתל יוסף בשנת 1939	מנחם עינן
תל יוסף	32.560497222,35.401	32.560497222	35.401	["דודי אמסלם","צבי דינשטיין","תמי טוראל","יורם הרועה"]	["אישים"]	מי מהבאים נולד/ה בתל יוסף?	2	יורם הרועה ('כלכלן', 'תשבצאי') נולד בתל יוסף בשנת 1933	יורם הרועה
מעגן מיכאל	32.556897222,34.917	32.556897222	34.917	["המשרד לשוויון חברתי","לומניס","סולתם מערכות","פלסאון תעשיות"]	["חברות וארגונים"]	אם אסע למעגן מיכאל, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	2	המשרדים של פלסאון תעשיות ממוקמים במעגן מיכאל	פלסאון תעשיות
מעגן מיכאל	32.557897222,34.917	32.557897222	34.917		songs			והרותם היה מלבין / שפי ישי - מלות השיר נכתבו על ידי נתן יונתן. בין השאר מזכיר המשורר:    "אתמול נורתה בליבה צלמת אחת יפת תואר     שחמדה זהב דיונות ופריחה אצילה של     שקנאים משמורת הטבע של מעגן מיכאל"    הצלמת המדוברת היא גייל רובין האמריקאית שנורתה על ידי מחבלים ב1978 בעת שעסקה בצילום במעגן מיכאל. לזכרה הוקם בית גייל, בבית ספר שדה מעגן מיכאל	והרותם היה מלבין
בית יוסף	32.558597222,35.551697222	32.558597222	35.551697222	["אברהם אדן","גיא צור","אברהם רותם","עמנואל סקל"]	["אישים"]	מי מהבאים נולד/ה בבית יוסף?	2	עמנואל סקל ('מנהל כללי', "מנג'ר") נולד בבית יוסף בשנת 1940	עמנואל סקל
עין חרוד	32.5603,35.3908	32.5603	35.3908	["יצחק רבין","רחבעם זאבי","חיים גורי","רפי איתן"]	["אישים"]	מי מהבאים נולד/ה בעין חרוד?	3	רפי איתן ('איש עסקים', 'פוליטיקאי') נולד בעין חרוד בשנת 1926	רפי איתן
עין חרוד	32.5613,35.3908	32.561300000	35.3908	["אשר שניר","רני פלק","שמואל חץ","ג'ו אלון"]	["אישים"]	מי מהבאים נולד/ה בעין חרוד?	2	ג'ו אלון ('טייס') נולד בעין חרוד בשנת 1929	ג'ו אלון
עין חרוד	32.5623,35.3908	32.562300000	35.3908	["רות אלמוג","יורם קניוק","נורית זרחי","עמליה כהנא-כרמון"]	["אישים"]	מי מהבאים נולד/ה בעין חרוד?	2	עמליה כהנא-כרמון ('סופר', 'ספרן') נולדה בעין חרוד בשנת 1926	עמליה כהנא-כרמון
עין חרוד	32.5633,35.3908	32.563300000	35.3908	["שאול חורב","גדעון רז","יעקב עקנין","הדר קמחי"]	["אישים"]	מי מהבאים נולד/ה בעין חרוד?	2	הדר קמחי ('תת־אלוף') נולד בעין חרוד בשנת 1929	הדר קמחי
עין חרוד	32.5643,35.3908	32.564300000	35.3908	["מתן וילנאי","גדי שמני","עוזי יאירי","נחמיה תמרי"]	["אישים"]	מי מהבאים נולד/ה בעין חרוד?	2	נחמיה תמרי ('קצין') נולד בעין חרוד בשנת 1946	נחמיה תמרי
עין חרוד	32.5653,35.3908	32.565300000	35.3908	["דורון רובין","אריאל שרון","אמיר דרורי","שי תמרי"]	["אישים"]	מי מהבאים נולד/ה בעין חרוד?	2	שי תמרי ('לוחם') נולד בעין חרוד בשנת 1942	שי תמרי
עין חרוד	32.5663,35.3908	32.566300000	35.3908	["מפקדי חטיבת הנח\"ל","נספחי חיל האוויר בארצות הברית","מפקדי גדודים בחטיבת הצנחנים","אישים הקבורים בבית הקברות הצבאי קריית שאול"]	["אישים","מה משותף"]	מה משותף לילידי עין חרוד ג'ו אלון ונחמיה תמרי?	2		אישים הקבורים בבית הקברות הצבאי קריית שאול
עין חרוד	32.5673,35.3908	32.567300000	35.3908	["בוגרי תיכון בליך","מפקדי סיירת מטכ\"ל","מפקדי סיירת צנחנים","חללי צה\"ל"]	["אישים","מה משותף"]	מה משותף לילידי עין חרוד ג'ו אלון ונחמיה תמרי?	2		חללי צה"ל
עין חרוד	32.5683,35.3908	32.568300000	35.3908		songs			שיר בסביבתך (עין חרוד) ! שיר השכונה/התרנגולים, מילים: חיים חפר, לחן: סשה ארגוב ------ שמיר | ולגפיר | לרפי נוד | שיש לו דוד |   | בעין חרוד |   | שם טוב מאוד | לאורי קפיץ | לראובן שפריץ | לך'	שיר השכונה
המשכן לאמנות על שם חיים אתר	32.561111111,35.393333333	32.561111111	35.393333333	["הגן הזואולוגי של באר שבע","המכללה הטכנולוגית של חיל האוויר","שכונת המשולשים","המשכן לאמנות על שם חיים אתר"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - אטלייה אוסף קופפרמן‏	2	המשכן לאמנות, עין חרוד על שם חיים אתר, מחלוצי המוזאונים הגדולים לאמנות בארץ  ישראל. אוסף המוזאון גדול ומגוון ומכיל את אחד מאוספי האמנות היהודית הגדולים  בישראל, אמנות ישראלית, אמנות קיבוץ, ואמנות עכשווית. למשכן לאמנות גם הוצאה  לאור של ספרים וקטלוגים המופקים לרגל התערוכות המוצגות לצורך תיעוד ומחקר,  המסגרת התערוכות מתקיימים סימפוזיונים, ימי עיון ואירועי השקות ספרים בהשתתפות  אנשי אמנות ואקדמיה. וכן מפגשים עם אמנים מציגים וסיורים מודרכים בתערוכות.  ראשיתו של המוזיאון ב"פינת אמנות", שנפתחה בצריף האטלייה של חיים אתר, ממייסדי  המוזאון (1953-1902),ב-7 בינואר 1938. כעבור כמה חודשים נבחר השם "משכן  לאמנות", שיש בו כדי להעיד על התפקיד הרוחני והחינוכי שיועד לה בחיי הקיבוץ.  אוספי המשכן הושתתו על שני היבטים מרכזיים: חשיבותה של האמנות – והזיקה לעבר  היהודי. כך כתב חיים אתר, מי שהיה הסמכות האמנותית וקובע הטעם של האוסף, עם  פתיחתה של ה"פינה": 'ביסודה של עין-חרוד קיבלנו על עצמנו דבר גדול מאוד, גם  למעננו וגם למען ילדינו, הבאים לרשת את אוצרותינו הרוחניים ולהמשיך על יסוד זה  את בניינה. לכן מחויבים הננו להעמיק את היסודות הרוחניים של חיינו, לחנך את  עצמנו תוך חיים באמנות, כי אם לא זאת – נשקע תוך קטנוּת החיים והיא תכריע  אותנו. [...] כי בניין האמנות – הוא גם בנין החיים בתוכנו' (חיים אתר, פריז,  מכתב לחברי עין-חרוד, 1938). הרוח החיה בהקמת המשכן היה חבר עין חרוד אהרון  ציזלינג (1964-1901), עיקר עיסוקו היה בהשגת משאבים לבניית המוזאון, ויצירת  האוסף האדיר שאצור במחסניו. בשנת 1948 נפתח חלקו הראשון של מבנה הקבע. האדריכל  שמואל ביקלס (1975-1909) תכנן יצירה ארכיטקטונית מופלאה בפשטותה, שאיכותה  ביחסי המידות של האולמות ובניצול מקורי וייחודי של האור הטבעי. בבניין רחב  הידיים נבנו בהדרגה 14 אולמות תצוגה, חצרות לפסלים, ספרייה, סדנאות,  אודיטוריום ובית קפה קטן - קפה ביקלס. בעיצומו של תהליך הבנייה של המשכן  התחולל הפילוג בקיבוץ המאוחד (1952), במהלכו התחלק עין חרוד לשני קיבוצים: עין  חרוד איחוד ועין חרוד מאוחד. באופן חריג נשמר המוזיאון כמוסד משותף של שני  הקיבוצים ומרחב המוזיאון היה למקום של מפגש וחווית יחד בין החברים.	המשכן לאמנות על שם חיים אתר
חווה חקלאית ערוגות רבקה	32.564944444,34.956638888	32.564944444	34.956638888	["רבקה מיכאלי","רבקה זהר","רבקה גור","רבקה אהרנסון"]	["אישים"]	על שם מי קרוי בית הספר חווה חקלאית ערוגות רבקה	3	חווה חקלאית ערוגות רבקה (בית ספר בזכרון יעקב)  קרוי על שם רבקה אהרנסון	רבקה אהרנסון
מעיין צבי	32.566297222,34.939997222	32.566297222	34.939997222	["עופר שטרית","מיכאל זנדברג","רן קדוש","יואל שוהם"]	["אישים"]	מי מהבאים נולד/ה במעיין צבי?	2	יואל שוהם ('כדורגלן') נולד במעיין צבי בשנת 1944	יואל שוהם
גבע	32.566491666,35.371555555	32.566491666	35.371555555	["בני גנץ","דני רוטשילד","משה קפלינסקי","גיורא ענבר"]	["אישים"]	מי מהבאים נולד/ה בגבע?	3	גיורא ענבר נולד בגבע בשנת 1955	גיורא ענבר
גבע	32.567491666,35.371555555	32.567491666	35.371555555	["שמואל רוזן","נחמן רז","יצחק רהב","גדעון גולן"]	["אישים"]	מי מהבאים נולד/ה בגבע?	3	גדעון גולן ('משורר', 'מהנדס') נולד בגבע בשנת 1931	גדעון גולן
גבע	32.566491666,35.371555555	32.568491666	32.566491666,35.371555555	["קח שירים/כנסיית השכל","היו זמנים/שושנה דמארי","תקליטים/ארקדי דוכין","בת שישים/הגבעטרון"]	["שירים","מקומות"]	איזה שיר מבין השירים הבאים מתקשר בצורה כלשהי לגבע?	4	מנוסי, יוצא קבוצת גבע, כתב את השיר לרגל מלאת שישים שנים להקמת הקבוצה, בשנת 1981. השיר, הפותח בתיאור פיוטי של תחילתו של יום חדש בגבע, הוא שיר הלל לקבוצה, שהיא ותיקה וצעירה, רבת ניסיון ומתחדשת גם יחד:.	בת שישים/הגבעטרון
כפר יחזקאל	32.56719722,35.359	32.56719722	35.359	["כפר מל\"ל","כפר יהושע","כפר יונה","כפר יחזקאל"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - עין טבעון	3	כְּפַר יְחֶזְקֵאל הוא מושב בעמק יזרעאל, בתחום השיפוט של מועצה אזורית  הגלבוע. גובהו כ-20 מ' מעל פני הים, והוא שוכן מצפון לכביש 71, כביש עפולה-בית  שאן, כ-6 ק"מ דרומית מזרחית לעפולה. לידו נמצאים קיבוץ גבע והגן הלאומי מעיין  חרוד. על-פי אתר המועצה האזורית, נכון לתחילת שנת 2007, יש בכפר כ-80 נחלות  חקלאיות ובהן 110 משפחות, ועוד כ-60 משפחות של לא-חקלאים.	כפר יחזקאל
זכרון יעקב	32.570833333,34.951666666	32.570833333	34.951666666	["אבשלום פיינברג","נעמן בלקינד","ברכה צפירה","שרה אהרנסון"]	["אישים"]	מי מהבאים נולד/ה בזכרון יעקב?	4	שרה אהרנסון ('מרגל') נולדה בזכרון יעקב בשנת 1890	שרה אהרנסון
זכרון יעקב	32.571833333,34.951666666	32.571833333	34.951666666	["עדי בילסקי","אסי לוי","תמר אלקן","רותם זיסמן-כהן"]	["אישים"]	מי מהבאים נולד/ה בזכרון יעקב?	3	רותם זיסמן-כהן ('שחקן', 'שחקן תיאטרון') נולדה בזכרון יעקב בשנת 1982	רותם זיסמן-כהן
זכרון יעקב	32.572833333,34.951666666	32.572833333	34.951666666	["יובל נעים","אורי וינברג","טל בנין","שלומי דורה"]	["אישים"]	מי מהבאים נולד/ה בזכרון יעקב?	2	שלומי דורה ('מאמן כדורגל', 'כדורגלן') נולד בזכרון יעקב בשנת 1973	שלומי דורה
זכרון יעקב	32.573833333,34.951666666	32.573833333	34.951666666	["אביגדור קהלני","יעקב אייש","אמנון אשל","מאיר זמיר"]	["אישים"]	מי מהבאים נולד/ה בזכרון יעקב?	2	מאיר זמיר נולד בזכרון יעקב בשנת 1948	מאיר זמיר
זכרון יעקב	32.574833333,34.951666666	32.574833333	34.951666666	["איציק כהן","ראובן עובד","אדריאן רוצ'ט","יוסי דורה"]	["אישים"]	מי מהבאים נולד/ה בזכרון יעקב?	2	יוסי דורה ('כדורגלן') נולד בזכרון יעקב בשנת 1981	יוסי דורה
זכרון יעקב	32.575833333,34.951666666	32.575833333	34.951666666	["עירית נתן בנדק","עידן טל","יהודית שוויצר","יחזקאל ריבנאי"]	["אישים"]	מי מהבאים נולד/ה בזכרון יעקב?	2	יחזקאל ריבנאי ('אנטומולוג') נולד בזכרון יעקב בשנת 1899	יחזקאל ריבנאי
זכרון יעקב	32.576833333,34.951666666	32.576833333	34.951666666	["רועי ידיד","דודו אהרון","יונתן שינפלד","מידד טסה"]	["אישים"]	מי מהבאים נולד/ה בזכרון יעקב?	2	מידד טסה ('זמר') נולד בזכרון יעקב בשנת 1993	מידד טסה
לגיו	32.57222222,35.17027778	32.57222222	35.17027778	["גת","נריה","גבים","לגיו"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - כפר עותנאי	3	לגיו (Legio) הוא אתר ארכאולוגי הנמצא על שלוחה מצפון לנחל קיני, ואשר מזוהה  עם "כפר עותנאי" המוזכר במשנה. בתקופה הרומית כונה המקום בשם לגיו, בשל מחנה  הקבע של הלגיון השישי פראטה ששכן על גבעה צפונית-מערבית לצומת מגידו ומדרום  לתל מגידו. לגיו העניקה את שמה לכפר הערבי לג'ון שנוסד במאה ה-20.	לגיו
מולדת	32.585833333,35.442222222	32.585833333	35.442222222	["אורי לבוביץ","שלמה אפשטיין","רועי קליין","איתן נאוה"]	["אישים"]	מי מהבאים נולד/ה במולדת?	2	איתן נאוה נולד במולדת בשנת 1944	איתן נאוה
מולדת	32.586833333,35.442222222	32.586833333	35.442222222	["אילת","חולון","מצדה","מולדת"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - בני ברית	3	מולדת היא שטח אדמה או חבל ארץ אשר לעם יש זיקה היסטורית ארוכה אליו. שטח בו  נוצרה הזהות הלאומית של העם. שטח טריטוריאלי זה אינו בהכרח מקום הולדתו של  האדם, אלא השטח הטריטוריאלי שבו נולדה אומתו. בשפות שונות פרוש המילה מולדת  בקונטציה המבטאת שייכות כגון באנגלית: Homeland כלומר ארץ הבית או בקונטציות  לאומיות אתניות כגון: ארץ האבות (Fatherland), ארץ האם (Motherland), מדינת  האם (Mother country). לעיתים נעשה שימוש במשמעות של מולדת להביע הזדהות עמוקה  עם רעיונות של מדינה מסוימת מבלי שהאדם המזדהה יהיה בעל קשרים היסטוריים אליה.  כך לדוגמה ברית המועצות החשיבה את עצמה כמולדת של מעמד הפועלים וכך התייחסו  אליה רבים מן הקומוניסטים שחיו מחוץ לגוש הסובייטי.	מולדת
עמק יזרעאל	32.596388888,35.241944444	32.596388888	35.241944444	["שבחי ירושלים/אביהו מדינה, חיים משה, ליאורה, יזהר כהן, דקלון","לך ירושלים/רן אלירן","אור וירושלים/שיר לערב חג","זמר זמר לך/הגבעטרון"]	["שירים","מקומות"]	איזה שיר מבין השירים הבאים מתקשר בצורה כלשהי לעמק יזרעאל?	4	בתוכנית הטלוויזיה "לכל שירייך", אשר שודרה במאי 1992, סיפרה המשוררת והמלחינה נעמי שמר את סיפורו של השיר כפי שסופר לה מפי אמו של המשורר, תקווה. לדבריה, ביום חורף בשנת 1965 נסעה משפחת שריג מעמק יזרעאל לירושלים, כדי להביא למנוחות את הסבתא, אשר הלכה לעולמה. היה זה יום חורף גשום, אך עם הגיעם לאזור שער הגיא הופיעה לפתע השמש ונראתה קשת בענן. ב-1972 התבקש שריג להלחין שיר ללהקת הגבעטרון במלאת חמש שנים לאיחוד ירושלים, וכך נוצר השיר, אשר הפך לאחד מנכסי צאן הברזל של הזמר העברי..	אור וירושלים/שיר לערב חג
עמק יזרעאל	32.596388888,35.241944444	32.597388888	32.596388888,35.241944444	["האוטו שלנו גדול וירוק/פניה ברגשטיין","החיים שלנו תותים/חנן בן ארי","האוטו שלנו/עממי","כחול ולבן (שיר)/ישראל רשל"]	["שירים","מקומות"]	איזה שיר מבין השירים הבאים מתקשר בצורה כלשהי לעמק יזרעאל?	4	ההשראה לכתיבת מילות השיר הייתה משאית "גדולה" בצבע ירוק שפעלה בשנות ה-30 וה-40 בקיבוצי עמק יזרעאל. המשאית נרכשה מעודפי הצבא הבריטי על ידי קיבוץ גבת, קבוצת השרון, ועיינות מרמת דוד, ושימשה בהתחלה לצורך סלילת כביש 73 בין נהלל וגניגר..	האוטו שלנו גדול וירוק/פניה ברגשטיין
